Key,English,Russian
jz_FoodCanPastaCooked,"Can Pasta Cooked","Приготовленная банка макарон"
jz_FoodCanSalmonCooked,"Can Salmon Cooked","Приготовленная банка лосося"
jz_FoodCanMisoCooked,"Can Miso Cooked","Приготовленная банка мисо"
jz_FoodCanPeasCooked,"Can Peas Cooked","Приготовленная банка гороха"
jz_FoodCanPearsCooked,"Can Pears Cooked","Приготовленная банка груш"
jz_FoodCanSoupCooked,"Can Soup Cooked","Приготовленная банка супа"
jz_FoodCanStockCooked,"Can Stock Cooked","Приготовленная банка продуктов"
flagstoneBlockVariantHelper,"Flagstone Frame Block","Блок рамы из плитняка"
jz_QIDeadWalkieTalkieDesc,"A commercial Walkie Talkie, doesn't have very much range and this one is dead.\n\n\n[fff700]Quest item, do not lose![-]","Коммерческая рация, не имеет большого радиуса действия, а эта вообще мертва. \n \n \n [fff700] Квестовый предмет, не теряйте! [-]"
jz_QIDeadWalkieTalkie,"Walkie Talkie","Рация"
jz_QIGoodWalkieTalkieDesc,"A commercial Walkie Talkie, doesn't have very much range but at lest it has some juice.\n\n\n[fff700]Quest item, do not lose![-]","Коммерческая рация не имеет большого радиуса действия, но, по крайней мере, в ней есть немного энергии. \n \n \n [fff700] Квестовый предмет, не теряйте! [-]"
jz_QIGoodWalkieTalkie,"Walkie Talkie","Рация"
jz_CBatterie,"C Battery","C Аккумулятор"
jz_CBatterieDesc,"A C type battery used to power many things","Аккумулятор типа C, используемый для питания многих вещей"
jz_drugVitaminsDesc,"Vitamins do not cure illnesses instead they supply you with a boost of vitamins to maintain your diet and increase your Wellness by 1. While active they make you Fatigue slower and better resist [fff700]Dysentery[-]","Витамины не лечат болезни, вместо этого они снабжают вас дополнительным количеством витаминов для поддержания вашего рациона и улучшения вашего здоровья на 1. В активном состоянии они замедляют утомление и заставляют вас лучше сопротивляться [fff700] Дизентерии [-]"
jz_GallonOfDirtyRiverWater,"Gallon of Dirty River Water","Галлон грязной воды"
jz_GallonOfDirtyRiverWaterDesc,"A gallon of water collected from a unclean source","Галлон воды, собранной из нечистого источника"
jz_OldMilkJug,"Old Milk Jug","Старый кувшин для молока"
jz_OldMilkJugDesc,"A old empty milk jug that can be used to collect a gallon of water from a source","Старый пустой молочник, который можно использовать для сбора галлона воды из источника."
jz_FarmingWateringCan,"Watering Can","Лейка"
jz_FarmingWateringCanDesc,"A Watering Can used in farming. Can use fertilizer on planted seeds to increase yield, ounces of dirty water to water cultivated plants and Insecticide to remove insect infestations.","Лейка, используемая в сельском хозяйстве. Можно использовать удобрения на посаженных семенах для увеличения урожайности, унции грязной воды для полива культурных растений и инсектициды для удаления насекомых."
jz_Insecticide,"Insecticide","Инсектицид"
jz_InsecticideDesc,"Farming Insecticide used on cultivated plants that are having insect infestations","Сельское хозяйство Инсектицид, используемый для обработки культурных растений, пораженных насекомыми."
jz_QIMilitarySecurityCardA,"Military Security Card","Военная Ключ-карта"
jz_QIMilitarySecurityCardADesc,"A Military Access ID with the Clearance Level of Security 1\n\n\n[fff700]Quest item, do not lose![-]","Военный идентификатор доступа с уровнем допуска 1 \n \n \n [fff700] Квестовый предмет, не теряйте! [-]"
jz_QIMilitarySecurityCard,"Military Security Card","Военная Ключ-карта"
jz_QIMilitarySecurityCardDesc,"A Military Access ID with the Clearance Level of Security 1\n\n\n[fff700]Quest item, do not lose![-]","Военный идентификатор доступа с уровнем допуска 1 \n \n \n [fff700] Квестовый предмет, не теряйте! [-]"
jz_MeleeBranchSpiked,"Branch Spiked","Ветка с шипами"
jz_MeleeBranchSpikedDesc,"A strong tree branch with several long nails in it. Good for bashing but cant be repaired.\n\nCreafting quality based off your Wooden Club Crafting skill.","Сильная ветка дерева с несколькими длинными гвоздями. Подходит для избиения, но не может быть отремонтирован. \n \nКачество изготовления зависит от вашего навыка изготовления деревянной дубинки."
jz_MeleePipe,"Long Pipe","Длинная труба"
jz_MeleePipeDesc,"A long iron pipe that could be used as a weapon but it cant be repaired","Длинная железная труба, которую можно использовать как оружие, но ее нельзя отремонтировать."
jz_MeleeRebar,"Rebar","Арматура"
jz_MeleeRebarDesc,"A long piece of iron rebar that could be used as a weapon but it can not be repaired","Длинный кусок железной арматуры, который можно использовать в качестве оружия, но не ремонтировать."
